1751,(156),Borrowed,1751,Returned
,p. 114,,,
Jan. 29,A.6.27,Gullivers Travells 2 Voll.,feb. 14,Gullivers Travells 2 V<sup>s</sup>
,K.6.6,Varenius Geography 2 Voll on,Mar 19,Varenius' Geography 2<sup>Vs</sup>
,,Mr Rymers order by Rob. Grant,,
feb. 8,E.5.24,Shaftsburys Characterist. V 1 & 2<sup>d</sup>,feb. 25,Shaftsburys Charact. V 1 & 2<sup>d</sup>
,,on Mr D. Youngs order by Rob. Grant,,
15,F.1.21,Plinii Historia Mundi on M<sup>r</sup>,feb. 25,Plinii Hist. Mundi
,,D. Youngs order by Rob. Grant,,
25,K.3.20,Maclaurins Newt. philosophy on,Apr 9,Maclaurins Newt. philos.
,,Mr D. Youngs order by Rob. Grant,,
26,K.8.5,Fortunate Foundlings on Mr Ry-,Mar 19,Fortunate foundlings
,,mers order by Rob. Grant,,
Mar 19,K.6.6,Varenius Geography 2 V<sup>s</sup>,April 9,Varenius Geography 2 V<sup>s</sup>
,K.6.4,De Vries Exercitationes on M<sup>r</sup>,Apr 9,De Vries Exercitations
,,D. Youngs order by Rob. Grant,,
1752,,,,
Jan. 27,K.3.29,Patricks Terence V. 1<sup>st</sup> Lat. Eng,Feb 27,Patricks Terence V 1<sup>st</sup>
,T.7.4,David Simple 2 <sup>vs</sup>,Feb. 10,Dav. Simple 2<sup>vs</sup>
,E.7.68,Spectator V. 3<sup>d</sup> & 4<sup>th</sup> on M<sup>r</sup>,Feb. 27,Spectator V 3 & 4<sup>th</sup>
,,Wilsons order by Robert Swan,,
Feb. 10,K.,Tom Jones V. 1 & 2<sup>d</sup> on M<sup>r</sup>,Feb. 19,Tom Jones V. 1 & 2<sup>d</sup>
,,Rymers order by Robert Swan,,
19,K.,Tom Jones V. 3 & 4<sup>th</sup> on þe a-,Feb 27,Tom Jones V. 3 & 4<sup>th</sup>
,,bove order by Robert Swan,,
20,K.,Tom Jones V. 5 & 6<sup>th</sup> on þe,Apr 20,Tom jones V. 5 & 6<sup>th</sup>
,,above order by Robert Swan,,
Mar 23,E.6.12,Swifts Miscellanies Vol 1 & 2<sup>d</sup>,Apr 20,Swifts Miscell V. 1 & 2<sup>d</sup>
,,on Mr Rymers order by Robert Swan,,
Apr 20,E.6.12,Swifts Miscellanies V. 3<sup>d</sup> & 4<sup>th</sup>,Apr 29,Swifts Miscellanies V. 3 & 4<sup>th</sup>
,,on þe above order by Robert Swan,,
29,A.3.12,Sidneys Arcadia on Mr Rymers,June 3,Sidneys Aracdia
,,order by Robert Swan,,
Nov. 4,A.6.45,Hamiltons Accot of the E. Indies 2<sup>vs</sup>,Novr 15,Hamilton's Acco<sup>t</sup> of þe E. Indies 2<sup>vs</sup>
,J.5.1,Rollins ancient Hist. V 2<sup>d</sup> on,Nov. 16,Rollins ancient hist. V. 2<sup>d</sup>
,,Mr Rymers order by Robert Swan,,
16,J.8.14,Thurstons poems,Novr 21,Thhurstons poems
,J.5.1,Rollins ancient hist. V. 4<sup>th</sup>,Decr 9,Rollins ancient hist. V 4<sup>th</sup>
,K.8.28,Life of Harriot Stuart 2<sup>vs</sup> on,Nov. 21,Life of Harriot Stuart 2<sup>vs</sup>
,,Mr Rymers order by Robert Swan,,
21,E.7.4,Persian Tales 2<sup>vs</sup>,Decr 9,Persian Tales 2<sup>vs</sup>
,K.5.24,Watts Logick on Mr Gregories or,Jan. 15,Watts Logick
,,der by Robert Swan,,
,,,,
