26,,Dr. Mc Cormick Bo[rrowe]d..,,Returned -
,CC4.29,Chevaliers Planes ? -,,Chevaliers ?
,B9.1,Dictionary of Decisions 5 Vols,,Decisions of the court of Session 1. 2. 3 4 5?
,G8.17,Playfair on French Polit:,,Playfair on Fren Polit.
,G2.20,Plans for the Govt. of India,,Plans for the Govt.. of Ind
,N8.38,Shakespeare 1st. 3d,--,Shakespear plays v. 1 & 2d
,C4.12,Rousseaus Works 1st. 2d. 23d. 24th,-,Rousseaus Works - 1. 2. 23
,L4.14,Voltaires Henriad,,Voltaires Henriade
,K3.15,Fountainhalls decisions,,Fountainhalls Decisions Vol.
,,vol.1. 2. - - -,,
,CC2.6,Horsleys Tracts _,,Horsleys Tracts. _
,P7.5,Voltaires State of Europe 1s'. & 2,,Voltairs State of Europe.
,C7.3,Raynal 6 Vols Got out by W. Crombie,,Raynal 6 Vols
,B7.30,An. Register for 1790,,An Register1790
,E5.28,Sulivans view of Natur 6 Vols,,Sulivans View of Nature 6
,,Dr We?,,
,BB7.19,Perks Geography,,Perkes Geography -
,,v. 1. 2. 3. 4. 5.,,
,B9.1,Dictionary of Law decisions,,"Dictionary of Decisions 1, 2, 3, 4"
,M5-,Monro on Mineral Waters,2 vols,Monro on Min. Waters 2V
,A6.4,Voltaires Works 21. 22. 23.,24,Voltaire 21. 22. 23. 24
,,Statis Acct Vol [...] 3 Vols,,Statis Acct. 1 vol
,D6.1,Findlay agt. Voltaire,,Findlay agt. Voltaire
,,Stuarts Posthumous Works,,Stuarts Post. Works of Ad
,,of Adam Smith Mrs Rore,,
,BB4.110,Boscovichi opera 5 Toms,,Boscovichi oper 5 Toms
,G8.2,Anacharsis Travels 6 Vols,,Anacharsis Travel 6 Vols
,G2.14,Maps to Do,,Maps to Do -
,BB8.11,Belshams Memoirs [illegible],1st. 2d. 3d 4,Belsham 1. 2. 3. 4-
,B10.22,Pocket Repository vol 1s. 2,,Pocket Repository 1s.
,B10.24,Entertain. Extracts -,,Entertaining Extracts
,B7.30,Annual Register vol 32,,An. Register 32d vol.
,A4.4,Bryants Mythology vol 1.2.3,,Bryants Mythol 1.2.3
,B3.49?,Bells Pantheon 1. 2d McKew Mr Burt?,,Bells Pantheon 1. 2
,L.9.5.8,Whytts Nervous Dys.s,--,Whytts Nervous Disorder
,B3.39,Dillons Rev. France,,Dillons French Revolution
,B2.3,Encyclo.a vol. I and 3. 16 & 11.,--,"Encyclo. vols 1, 3. 11. 16"
,N1.17,Spences Polymetis,,Spences Polymetis
,-,Henry a Novel 4 vols -,,Henry a Novel 4 vols
,-,Bells Theatre v. 6. -,,
,P.4.14,Gibbon. V. 6th,,Gibbons Rom: Empire V. 6th
,BB.10.5,Watsons Apol. for Xtianity,-,Watsons Apo: for Christianity
