1749,(63),Borrowed,1749,Returned
ffeb. 21,E.2.26,Budaei Comment. Ling. Grec.,July 16,Budaei Comment. L. Grec.
,A.5.28,Xenophon. Cyropaedeia,Apr. 10,Xenophon. Cyropaedeia
,J.4.13,Burnets Boyles Lectures Vol. 3<sup>d</sup>,Sep. 30,Burnets Boyles Lect. Vol. 3<sup>d</sup>
,J.6.19,Ellis s Voyage,Ap<sup>r</sup> 7,Ellis' Voyage
,,by Walter Wilson,,
March 2,K.3.21,Ansons Voyage,Apr. 7,Ansons Voyage
8,A.4,Eustathii Homerus Vol. 1<sup>st</sup>,July 16,Eustathii Homerus Vol. 1<sup>st</sup>
,J.3.18,Xenophon. Anabasis p Hutch<sup>n</sup>,July 16,Xenophon. Anabasis
,,Walter Wilson,,
10,C.6.15,N. Testamt Gr and Eng. Vol. 1<sup>st</sup>,July 16,N. Test. gr & Eng. V. 1<sup>st</sup>
May 2,J.5.29,Warburtons div. Legn of Moses V. 1<sup>st</sup>,Sep. 20,Warburtons div. Legation V. 1<sup>st</sup>
June 2,K.4.12,Coustos Sufferings in þe Inquisition,June 5,Cousto's Sufferings in þe Inquis<sup>n</sup>
,,Walter Wilson,,
July 1,J.6.12,Treatise on Miracles by Lemoine,July 3,Treatise on Miracles by Lemoine
3,K.2.11,James s Medicinal Dict. Vol 3<sup>d</sup>,Sep. 30,James medicinal Dict. V. 3<sup>d</sup>
26,J.5.29,Divine Legation of Moses Vol 2<sup>d</sup> & 3<sup>d</sup>,Sep 30,Warburtons div. Legat. V. 2 & 3<sup>d</sup>
,K.4.9,Fieldings Miscellanies Vol 3<sup>d</sup>,Sep 30,Fieldings Miscell. Vol. 3<sup>d</sup>
,J.4.13,Boyles Lectures abridgd Vol. 1<sup>st</sup>,Sep 30,Boyles Lect. abridg'd Vol. 1<sup>st</sup>
,,Walter Wilson,,
,,,p. (82),
1749,,,,
Jan. 15,J.5.17,Scougals Life of God on þe Soul of Man,June 14,Scougals Life of God on þe Soul of Man
,J.4.43,Mauclers Christian Magazine,June 14,Maucler's Christian Magazine
,K.7.20,Coneys Sickbed Companion,June 14,Coneys Sickbed Companion
,E.6.76,Devotion revivd on prof<sup>r</sup>,June 14,Devotion revived
,,Shaw's order by Ja Stewart,,
ffeb. 22,K.2.6,Tillotsons Sermons Vol 3<sup>d</sup>,June 6,Tillotsons Sermons Vol 3<sup>d</sup>
,J.5.20,Moss s Sermons Vol. 1<sup>st</sup>,June 6,Moss's Sermons Vol 1<sup>st</sup>
,K.7.24,Wilkins principles etc of Nat. Religion,Jun. 6,Wilkins principles of Nat. &c Rel<sup>n</sup>
,K.1.7,Critici Sacri Vol. 3<sup>d</sup> on prinll,Mar 8,Critici Sacri Vol 3<sup>d</sup>
,,Murisons order by Ja: Stewart,,
May 22,C.8.34,New Testament Irish on Mr Jo,feb<sup>r</sup> 10,New Testament Irish
,,Youngs order by Ja: Stewart,,
,,,,
