1749,(50),Borrowed,1749,Returned
Jan<sup>r</sup> 24,A.6.44,Rapin′s Hist. of Engd Vol. 14<sup>th</sup>,Jan. 31.,Rapin's Hist. of Eng<sup>d</sup> V. 14<sup>th</sup>
,,on Mr D. Youngs order by Andw Hutton,,
31,A.6.44,Rapin′s Hist. of Engd Vol. 15<sup>th</sup>,feb. 4,Rapins Hist. Vol. 15<sup>th</sup>
,J.4.20,Nature display′d Vol. 3<sup>d</sup> on M<sup>r</sup>,feb<sup>r</sup> 21,Nature display'd Vol 3<sup>d</sup>
,,Gregorie's order by Andw Hutton,,
ffeb 4,J.5.22,Derham′s Astrotheology,Mar. 2,Derham's Astrotheology
,J.5.4,Medical Essays Vol. 2<sup>d</sup> on,feb. 21,Medical Essays Vol. 2<sup>d</sup>
,,Mr Jo. Youngs order by Andrew Hutton,,
21,A.6.44,Rapin′s Hist. of Engd Vol. 10<sup>th</sup> on,Mar. 2,Rapin's Hist. Vol. 10<sup>th</sup>
,,Mr Jo. Youngs order by Andw Hutton,,
24,K.8.6,Dodsons Mathematical Repository,Mar. 2,Dodsons Math. Repository
,,on Mr Jo. Youngs order by Andw Hutton,,
Mar 17,E.5.3,Cromwels Life,Mar. 20,Cromwell's Life
,J.6.5,preceptor Vol. 1<sup>st</sup> on Mr Gregories,Apr 13,preceptor Vol. 1<sup>st</sup>
,,order by Andrew Hutton,,
20,J.4.8,Account of Denmark,April. 5,Acco<sup>t</sup> of Denmark
,J.6.14,Familiar Letters Vol. 1<sup>st</sup> on M<sup>r</sup>,April. 5,Familiar Lettres V. 1<sup>st</sup>
,,Jo Youngs order by Andrew Hutton,,
,,,p. 70,
1749,,,,
Jan<sup>r</sup> 25,F.7.55,Keils Astronomy Lat.,Mar. 10,Keils Astronomy Lat.
,J.5.2,Rollins belles Lettres Vol. 2<sup>d</sup>,ffeb. 7,Rollins belles Lettres V. 2<sup>d</sup>
,E.7.68,Spectator Vol. 1<sup>st</sup> on Mr Wil-,ffeb. 7,Spectator Vol. 1<sup>st</sup>
,,sons order by Hugh Rose.,,
ffeb 7,J.5.2,Rollin′s Belles Lettres Vol. 4<sup>th</sup>,feb<sup>r</sup> 23,Rollin's belles Lettres V. 4<sup>th</sup>
,E.7.68,Spectator Vol. 2<sup>d</sup> on M<sup>r</sup>,feb<sup>r</sup> 23,Spectator Vol. 2<sup>d</sup>
,,Gregories order by Hugh Rose,,
23,E.7.68,Spectator Vol. 3<sup>d</sup>,Mar. 2,Spectator Vol. 3<sup>d</sup>
,E.6.39,Hutchison on þe Passions on M<sup>r</sup>,Mar. 1,Hutchison on þe Passions
,,Gregorie's order by Hugh Rose,,
Mar 1,J.5.2,Rollins belles Lettres Vol. 3<sup>d</sup> on M<sup>r</sup>,Mar. 10,Rollins belles Lettres V. 3<sup>d</sup>
,,Gregories order by Hugh Rose,,
1,J.3.29,Simsons Conick Sections on,Mar. 20,Simsons Conick Sections
,,Mr Jo. Youngs order by Hugh Rose.,,
2,E.7.30,Persius Eng and Lat. p Senhouse on,Mar. 24,Persius Eng & Lat p Senhouse
,,Mr Jo. Youngs order by Hugh Rose,,
10,F.7.55,Keils Astronomy Lat: on,Mar 24,Keil's Astronomy
,,Mr Jo.Youngs order by Hugh Rose.,,
21,E.6.38,Hutchison on Beauty and Virtue on,Mar. 24,Hutchison on Beauty &e
,,Mr Young's order by Hugh Rose,,
,,,p. 67,
,,,,
