,,Borrowed out of the Library,1748,Returned
,,p[er] Receipts apart before feb. 8 1748,,
,A.5.21,Horse hooing Husbandry,May 23,Horse hoing Husbandry
,K.,Transactions of þe Society impro [-],May,Transaction of þe Society
,,ving Agriculture in Scotland,,for improving agriculture
,,Principall Tullideph,,
,A.4.24,Hist of the Stuarts Vol. 1<sup>st</sup>,May 14,Hist. of the Stuarts V. 1<sup>st</sup>
,A.3.2,Hathorndens Works,May 13,Hathorndens Works
,E.7.7,Jon Gullivers Travells,May 16,Jo. Gullivers Travells
,A.6.27,L. Gullivers Travells 2 Voll,May 14,L. Gullivers Travells 2 Voll
,,Mr Jo. Young,,
,A.4.7,Eustathij Hom. Ilias &amp; Odyss. 2 Voll,May 14,Eustathij Hom. 2 Voll
,,Mr Kemp.,,
1747 Oct. 27,K.,Cowpers Anatomy,June 14,Cowpers Anatomy.
,K.,Cowper on þe Muscles.,May 4,Cowper on þe Muscles.
,J.2.16,Midletons Life of Cicero 2 Vol.,May 4,Midletons Life of Cicero 2 V<sup>s</sup>
,K.,Eustachij Tabulae per Albinum.,May 4,Eustachij Tabulae p[er] Albiny
1747 Oct 16,K.,Van Swietens Comment on Boerhave (2 Tomes),May 4,Van Swietons Comm<sup>t</sup> Tom 1<sup>st</sup> & 2<sup>d</sup>
,,Dr Simson,,
,K.,Newtoni Genesis Curvarum,Mar 20,Newtoni Gen. Curvarum.
,K.2.22,Saundersons Algebra 2 Vol,May 20,Saundersons Algebra 2 Voll.
,,Mr Gregory,,
1747 Dec<sup>r</sup> 5,J.3.9,Smiths Opticks 2 Voll,May 14,Smiths Opticks 2 Voll
,K.,Comment. on Newtons philos. 4 Voll.,May 14,Comm<sup>t</sup> on Newt. Phil. 4 Voll
,K.,Muschinbrock 2 Voll.,May 14,Muschinbrock 2 Voll.
,K.,Desaguiliers Philos. Expts 2 Voll.,May 14,Desaguiliers ph. Exp<sup>ts</sup> 2 Voll
,,Mr Da. Young,,
1747 Jan 27,J.7.11,Norwoods Trigonometry,Apr 12,Norwoods Trigonometry
,D.2.13,Magdeburg. Cent. 2 Voll.,Ap. 12,Magdeburg. Centu<sup>r</sup> 2 Voll
,J.5.26,Mairs Book-keeping,Ap. 12,Mair's Book-keeping
,T.5.51,Malcolms New System of Arithmetick,June 24,Malcolm's Arithmetick W S<sup>m</sup> of
,,Profr Campbel.,,
1747 Sep. 7,G.2.5,Calvini Institutiones,Decr 5,Calvini Institutiones
,H.5.12,Castanaei Synopsis,Decr 5,Castanaei Synopsis
,,Prinll Murison.,,
,J.1.6,Popes prose Works one Vol.,May 16,Popes prose Works one Voll.
,,Mr Jo. Stuart.,,
,,,,
