42,,D Forrest,,
July,N7.23,Ramsays Principles 1.2,{D Hankin,Ramsay 1.2nd V
,P7.37,Leland on Bolinbroke,for Dr Forrest},Leland abt. Bolin.
,K1.7,Blairs chronology.,,Blair's Chronology
,. . . .,Buffon ---- 4.5 Vol D.H. for Dr F.,"""",Buffon 4.5
July,R.6.8,Ferguson moral society D.H. for Dr F.,"""",Ferguson ----
--- 22,M1.7,Rapines hist. 1.2.3rd Vol,"""",Rapine 1.2.3rd V.
,,D.H. for Dr F.,,
,M5.11,Humes hist vol 5th,{D. Hankin,Hume Vol 5th
July.,L5.46,Letters on Humes hist,for Dr Forrest,Letters on Hume
,M5.11,Humes hist V7.8 D Hankin for Dr F.,"""",Hume 7 & 8
,K5.17,Stuarts survey of Europe,"""",Stewart's View
August,M5.11,Humes hist. V 7.8,D. Hankin for Dr F.,Hume 7.8 V
2,P.6.4,Blackstones Commentaries 2.3.4th,"""",Blackston 2.3.4th
,O4.15,Robertsons Hist: of Scot. 2 Vol:,"""",Robertson 2 Vol
,P7.5,Voltaires H: of state of Europe,"""",Voltair 3 Vol
,J5.23,Gibbes Shorthand,"""",Gib's Shorthand
,A8.18,McCaulays Do.,"""",mcCaully -----
,,Wm. Durham,,
12,K5.30,Stuarts history of religion D.H for Dr F,"""",Stuarts hist. religion
Sept 25,N5.3,Humes hist. G.B. V 1st,"""",Hume Vol 1st
,,D Hankin for Dr F.,,
,K.7.21.,Blairs Ser. V. 3rd,"""",Blair Ser Vol 3rd
,K.5.14,Louths Transl. of Isaiah,"""",Louth's Trans of Isaiah
,P2.13,----- Commentary,"""",----- Comment.
,,J. McDonald for Dr F,,
Octr 18,Q6.12,Goldsmiths Na. hist. 2.3 V.,Mr Bos.,Goldsmith 2.3 Vol
Novr. 15,L7.34,Horace par Dacier 2.3.4th Vols,,Dacier 2.3.4 Vols
,,Wm. Durham,,
,O3.1,Smollets Don Quixote 1.2nd,Mr Sand.,Smollets Don Quixote 1.2nd
Novr. 30,N6.18,Hist. of Char. 5th 3 Vols,"""",Hist C 5th 1.2.3rd ----
Decr 12,A4.5,Oeuvres de Montesque Vol 3,"""",Oeuver D Mont. V 3
,,Wm Durham,,
,P6.18,Saurins Ser 1.2nd Vol,"""",Saurins 1.2nd Vol
,,J. McDonald,,
Decr. 14,O4.15,Robertsons hist of Scot. Vol 2nd,"""",Robertson Vol 2nd
18,N2.2,Clarendons hist. of rebel.,Wm Durham 1.2.3,Clarendon 1.2.3 ---
,,Wm. Durham,,
26,B . .,Arabian Ent. 1.2,Mr Boss.,Arabian 1.2nd Vo.
1721,,,,
Jan 4,L9.52,Hamiltons Essays,,
8,L8.10,Invisible Spy 1.2.3.4 Vol,,
,R8.3,Jas Je. Jess. 1.2.3 Vol ---,,
,,,,
