1751,173,Borrowed,1751,Returned
Nov<sup>r</sup> 12,K.3.,Night Thoughts on Mr Gre-,Decr 4,Night Thoughts
,,gories order by George Munro,,
21,J.4.22,Blackwells Life of Homer,Decr 4,Blackwells Life of Homer
,J.4.11,Watsons Horace V. 1<sup>st</sup> on,Decr 11,Watsons Horace V. 1<sup>st</sup>
,,Mr Rymers order by George Munro,,
Decr 4,A.3.,Popes Hom. Iliad V. 2 & 3<sup>d</sup>,Decr 11,Popes Hom. Iliad V. 2 & 3<sup>d</sup>
,A.4,Abercrombies Scots Hist. V. 1<sup>st</sup> on,Decr 28,Abercrombies Scots Hist. V. 1<sup>st</sup>
,,Mr Gregories order by George Munro,,
11,K.8.9,Roderick Random 2<sup>vs</sup> on M<sup>r</sup>,Decr 24,Roderick Random 2<sup>vs</sup>
,,Gregories order by George Munro 2<sup>Vs</sup>,,
24,J.4.45,Du haldes Hist. of China V. 1 & 2<sup>d</sup>,Jan. 10,Du Haldes Hist of China V 1 & 2<sup>d</sup>
,,on Mr Rymers order by George Munro,,
28,K.8.25,Herveys Meditations 2<sup>vs</sup> on,Feb. 4,Herveys Meditations 2<sup>vs</sup>
1752,,Mr Rymers order by George Munro,,
Jan. 7,K.3,Ansons Voyage on Mr Grego,Jan. 10,Ansons Voyage
,,ries order by George Munro,,
10,K.4.10,Lucians Dialogues Gr Lat p Murphy,Jan. 22,Lucians Dialogues p Murphy
,,on Mr Rymers order by George Munro,,
16,K.2.10,Lovates Trial on Mr Rymers,Jan 31,Lovates Trial
,,order by George Munro,,
22,K.6.6,Varenius Geography 2<sup>vs</sup> on M<sup>r</sup>,May 23,Varenius' Geography 2<sup>vs</sup>
,,Rymers order by George Munro,,
Feb. 3,E.7.68,Spectator Vol. 5<sup>th</sup> on M<sup>r</sup>,Feb. 12,Spectator V. 5<sup>th</sup>
,,Rymers order by George Munro,,
10,J.6.19,Ellis s Voyage on þe above order,Feb. 14,Eliss' Voyage
,,by George Munro,,
12,A.8.31,Dawkes Midwifery on Mr Ry-,Feb. 17,Dawkes Midwifery
,,mers order by George Munro,,
14,J.4.3,Gibbs Short-writing on Mr Ry-,Feb 7,Gibb's Short-writing
,,mer's order by George Munro,,
17,J.8.42,London Tradesman,Feb. 20,London Tradesman
,J.4.25,Clarks Sallust Lat. Eng on M<sup>r</sup>,Mar 13,Calrks Sallust Lat Eng
,,Gregories order by George Munro,,
21,J.6.17,Maclaurins Algebra on M<sup>r</sup>,Apr 28,Maclaurin's Algebra
,,Gregories order by George Munro,,
29,K.8.,Peregrine Pickle V. 1 & 2<sup>d</sup> on,Mar 13,peregrine pickle V. 1 & 2<sup>d</sup>
,,Mr Rymers order by George Munro,,
Mar 13,K.8,peregrine pickle V.. 3 & 4<sup>th</sup>,March 18,peregrine pickle V. 3 & 4<sup>th</sup>
,J.3.4,Leonidas on Mr Gregorie's,Apr 3,Leonidas
,,order by George Munro,,
20,K.7.26,Pamphlets Vol. 13<sup>th</sup> on M<sup>r</sup>,Apr 16,Pamphlets V. 13<sup>th</sup>
,,Gregories order by George Munro,,
,,,,
