136,,Professor H.D. Hill,,
,,Oeuvres de Rousseau V.1.9.20,3.4.5.6. 21.22.,Oeuvres de Rousseau V.19.20.22.3.4
,,Mitfords Hist of Greece. V.3.,,Mitfords Hist. of Gr. V.3
,C.6.23.,Totts Mem. V.1.2. ----,,Totts Mem. V.1.2.
,,Berkeleys Mems --,,Berkeleys Mems.
,G.,Smiths Wth of Nat. V. 1,,Smiths Wth. of Nat. v.1st
,CC.3.12.,Boswells life of Johns. V.2nd,,Boswells life of Johns V.2
,D.3.11.,Hist. d Allem. V.5.,,Hist. d'Allem. V.5
Gal.,,Bzovii Ann. V.13.,,Bzovii annal. V.13.
,B.1.1.,Mur. R. Ital. Script. V.12.13.14.15.17.19.21.22.23.6.,,Mur. R. Ital. Scr. V.12.13.14.15.17.19.21.22
,N.1.8.,Du Haldes descr. of China V.1.,,Du Halde's descr. of Ch. V.
,O.5.6.,Addisons Wks. V.2.3.4.,,Addisons Wks V.3.4.2.
,,Edwards Hist. of St Dom.,,Edwards Hist. of St Dom
,BB.73,Humes Hist. of Engl. V.2nd,,Hume's Hist. of Engl.
,BB.3.28,Stedmans Narr. V.1.2.,,Stedmans Narrative 2 vols
,7.3.8.,Limbor. Hist. Inq.,,Limborch. Hist. Inq.
,E.2.1,Encycl. V.8,,Encycl. V.8.
,D.9.5.,Popes Homs. Il. V.2nd ----,,Pope's Hom. Ild. V.2nd
,CC.5.14,Volneys trav. V.1st,,Volneys Trav. V.1st
,E.7.25.,Clarke's Hom. V.2nd.1.,,Clarkes Hom. V.1.2.
,B.,Dacr. Hom. V.3rd,,Dacr. Hom. V.3rd
,C.6.8,Hom. Il. Clark. V.1.2nd ----,,Hom. Il. Il. V.1.2.
,B.6.9.,Smiths Wth. of Nat. V.2nd,,Smiths Wth of Nat. V.2nd
,CC.4.29.,Chevelr. descr. of the Pl. of Tr.,,Cheval. descr. of the pl. of
,BB.9.6.2.,Wakefds Hom. Ild. V.6th.,,Wakef. Hom. Il. V.6th
,BB.4.20.,Pennants arct. Zool. V.1st.,,Pennants arct. Zool. V.
,BB.10.36.,Mems. Pol. de Ven. 1.2. --,,Mem. Pol. de Ven. V.1.2
,BB.8.35.,Pownalls ant. ----,,Pownalls ants.
,Q.3.22.,Hutchs. Xenn. V.1st. ----,,Hutch. Xen. V.1st
,A.5.7.,Mem. de Petr --- V.1st 3.,,Mem. de Petr. V.1st. 3rd.
,,Lacks. life ----,,Lacks. life
