1749,(79),Borrowed,1749,Returned
,(p. 72),,,
May 31,E.3.6,Herodoti Historia Gr Lat. on,July 1,Herodoti Historia Gr Lat.
,,prinll Murison's order by,,
,,Robt: Watson,,
June 8,E.6.12,Swifts Miscellanies Vol. 2<sup>d</sup> on,July 7,Swift's Miscellanies Vol. 2<sup>d</sup>
,,profr Shaws order by,,
,,Robt: Watson,,
July 1,K.5.2,Fables for the female Sex,Oct<sup>r</sup> 9,Fables for the female Sex
,K.4.10,Lucians Dialogues p Murphy on,July 7,Lucian's Dialogues p Murphy
,,profr Shaws order by,,
,,Robt: Watson,,
7,K.4.5,Fieldings Miscellanies Vol. 2<sup>d</sup> on,Augt 26,Fieldings Miscellanies Vol 2<sup>d</sup>
,,Profr Shaws order by,,
,,Robt: Watson,,
Augt 26,J.3.17,Clarks Hom Odyssee,Oct<sup>r</sup> 9,Clarks Hom Odyssee
,A.3.9,Popes Hom. Odyssee Vol. 1<sup>st</sup> on profr,Octr 9,pope's Hom. Odyssee Vol. 1<sup>st</sup>
,,Shaws order by Robt: Watson,,
Sep<sup>t</sup> 6,K.3.4,Fenelons Oeuvres Spirituelles V. 1<sup>st</sup>,Oc<sup>r</sup> 9,Fenelon's Oeuvres Spirituelles V. 1<sup>st</sup>
,,on prinll Murisons order by,,
,,Robt: Watson,(83),
1749,(p. 42),,,
June 12,E.7.28,Molieres plays Vol 1<sup>st</sup> & 2<sup>d</sup> on,July 4,Molieres plays Vol 1 & 2<sup>d</sup>
,,profr Shaws order by,,
,,Alexr Shaw,,
20,A.5.28,Xenophontis Cyropaidua p Hutchison,Octr 12,Xenophontis Cyropaidua
,,on profr Shaws order by,,
,,James Shaw,,
July 4,E.7.23,Molieres plays Vol. 3<sup>d</sup> on profr,July 12,Molieres plays Vol 3<sup>d</sup>
,,Shaw's order by,,
,,alexr Shaw,,
12,J.5.1,Rollins ancient Hist. Vol 4<sup>th</sup> & 6<sup>th</sup>,Sep. 29,Rollins ancient Hist. Vol. 4<sup>th</sup> & 6<sup>th</sup>
,,on profr Shaws order by,,
,,James Shaw,,
12,E.7.23,Molieres plays Vol 4<sup>th</sup>,July 19,Molieres plays Vol 4<sup>th</sup>
,K.7.26,Pamphlets Vol. 13<sup>th</sup> on profr,Octr 11,pamphlets Vol. 13<sup>th</sup>
,,Shaws order by Alexr Shaw,,
19,E.7.23,Molieres plays Vol 5<sup>th</sup> & 6<sup>th</sup> on,July 24,Molieres Plays Vol. 5 & 6<sup>th</sup>
,,profr Shaws order by Alexr Shaw,,
24,E.7.23,Molieres plays Voll. 7<sup>th</sup> 8<sup>th</sup> on profr,Augt 22,Moliere's plays Vol 7 & 8<sup>th</sup>
,,Shaw's order by Alexr Shaw,,
31,J.6.3,Female Spectator Vol 4<sup>th</sup> on profr,Octr 14,Female Spectator Vol. 4<sup>th</sup>
,,Shaws order by,,
,,James Shaw,p. 81,
,,,,
