1748,(6),Borrowed,1748,Returned
March 2,J.4.17,Ditton on þe Resurrection on,Mar. 30,Ditton on þe Resurrection
,,Prinll Murisons order by,,
,,Robt Watson,,
2,S.5.29,Warburtons Divine Legation 3 Tomes,Apr. 16,Warburtons Div. Legat. 3 Tomes
,E.7.68,Spectator Vol. 5<sup>th</sup> on Prin<sup>ll</sup>,Ap. 16,Spectator Vol 5<sup>th</sup>
,,Murisons order by,,
,,Ja: Key,,
2,J-7-,Bibliotheque Raisonne N<sup>0</sup>. 33,Mar. 15,Bibliotheq[ue] Raisonne N<sup>0</sup>. 33
,,by Joa: Craigie,,
2,S.3.18,Xenophons Anabasis p[er] Hutchison,Ap. 19,Xenophons Anabasis
,A.5.11,Woollastons Religion of Nat. delin.,Ap. 20,Woollastons Rel. of Nat. delin.
,S-3.30,Thomsons poem on Liberty,May 10,Thomsons poem on Liberty
,,on prinll Murisons order,,
,,by George Robertson,,
3,A.1.22,Ciceronis Operum Vol. 2<sup>d</sup>,Apr. 18,Ciceronis Operum Vol 2<sup>d</sup>
,T.1.8,Locks Works Vol. 3<sup>d</sup>,Ap. 12,Locks Works Vol. 3<sup>d</sup>
,J.3.30,Plays N<sup>o</sup> 3<sup>d</sup> on M<sup>r</sup> John,Apr. 12,Plays no. 3<sup>d</sup>
,,Youngs order by Tho Webster,,
3,A.5.31,Cyrus′ Travels Eng.,Ap. 19,Cyrus' Travels Eng.
,A.5.32,Cyrus Travells ffrench,Ap. 19,Cyrus' Travells ffrench
,J.2.7,Whitby on þe N. Testamt Vol. 1<sup>st</sup>,Mar. 18,Whitby on þe N. Test. Vol. 1<sup>st</sup>
,,on Prinll Murisons order by,,
,,Geo Lyon,,
4,K.4.23,King on þe Origin of Evil,May 3,King on þe Origin of Evil
,L.3.,Williams′ Sermons 2 Voll.,Mar. 8,Williams' Sermons 2 Voll.
,,on profr Shaws order by,,
,,Lau: Gillespie,,
4,B.4.3,Aquinatis Summa Theologiae,Mar. 14,Aquinatis Summa Theologiae
,J.3.10,Turretini Theolog. Vol. 1<sup>st</sup>,Mar. 29,Turretini Theol. Vol. 1<sup>st</sup>
,,on Prinll Murisons order by,,
,,Tho. Thomson,,
8,C.4.14,Calvinus in Psalmos,Mar. 14,Calvinus in psalmos
,J.5.20,Moss′s Sermons Vol. 2<sup>d</sup> on,Mar 17,Moss's Sermons Vol. 2<sup>d</sup>
,,Prinll Murisons order by,,
,,Ja: Jobson,,
8,C.3.12,Mollerus in Psalmos by Prin<sup>ll</sup>,Mar. 14,Mollerus in Psalmos.
,,Murisons order by Ja: Jobson,,
8,L- -,ffemale Spectator Vol. 2<sup>d</sup> by,May 4,ffemale Spectator Vol. 2<sup>d</sup>
,,Dr Simson,,|-}<noinclude></div></noinclude>
