1748,(14),Borrowed,1748,Returned
April. 13,J.5.1,Rollins ancient Hist. Vol. 9th on,Apr. 22,Rollins ancient Hist. V. 9th
,,Mr Rymers order by,,
,,Wm Tyler,,
14,K--,Popes Essay on Man &c,Apr. 21,Popes Essay on Man
,J--,Rollins ancient Hist. Vol. 1st on,Ap. 21,Rollins ancient Hist. V. 1<sup>st</sup>
,,Mr Da. Young’s order by,,
,,Char. Allan.,,
14,J. - -,Rollins Belles Lettres Vol. 4<sup>th</sup>,Ap. 28,Rollins Bell. Lettr. Vol. 4<sup>th</sup>
,,on Mr Da. Youngs order by,,
,,Wm Reid,,
14,E.7.23,Mollier′s Plays Vol. 5<sup>th</sup> & 7<sup>th</sup> on,Ap<sup>r</sup> 23,Moliere’s Plays V. 5<sup>th</sup> & 7<sup>th</sup>
,,Mr Murisons order by,,
,,Jo. Halyburton.,,
15,E.6.19,Clarks Sueton on Mr Rymers,Ap. 23,Clerks Suetoni
,,order by,,
,,Jerom Stones,,
15,E.7.23,Molliers plays Vol. 1<sup>st</sup> on M<sup>r</sup>,Apr. 19,Mollier's Plays Vol. 1<sup>st</sup>
,,Da. Youngs order by,,
,,Willm Reid,,
15,F.7.5,Ozanams Tables,Ap. 28,Ozanams Tables
,J.5.,Rollins Belles Lettres Vol. 2<sup>d</sup>,Ap. 28,Rollins Belles Lettres V. 2<sup>d</sup>
,E.7.30,Persius Lat. Eng. on M<sup>r</sup>,May 13,Persius Lat. Eng.
,,Rymers order by,,
,,Da. McGibbon.,,
16,J.5.29,Warburtons Div. Legation 3 Tomes,Ap. 25,Warburtons Divine Leg. 3 Tom<sup>s</sup>
,,on Prinll Murisons order by,,
,,Dunc. Mcara,,
16,C.7.31,Chanlers′ Vindication 2 Voll,Ap. 26,Chanler's Vindication 2 Vol.
,,on Prinll Murisons order by,,
,,Ja. Kay,,
16,K.4.7,Abernethies Sermons Vol. 1 & 2<sup>d</sup>,Ap. 27,Abernethies Sermons 2 Voll
,,on Prinllll Murisons order by,,
,,Alexr ffarrier,,
18,J.3.12,Clarks Hom. Iliad Vol. 1<sup>st</sup>,May 14,Clarks Hom. Iliad Vol. 1<sup>st</sup>
,J.5.22,Derhams Physicotheology,May 14,Derhams Physicotheology
,K.4.1,Universal History Vol. 3<sup>d</sup>,Ap. 23,Universal Hist Vol 3<sup>d</sup>
,,on Mr Rymers order by,,
,,Jerom Stones,,
18,F.8.44,Vlaque′s Tab Sinuum &c on M<sup>r</sup>,May 16,Vlaques Tables
,,on Mr Gregories order by,,
,,Char. Allan,,
,,,,
