1748,(11),Borrowed,1748,Returned
Mar. 28,J.5,Rollins Belles Lettres Vol. 3<sup>d</sup>,Apr 14,Rollins Belles Lettres Vol. 3<sup>d</sup>
,K.3.14,Night Thoughts on Mr Gregorie′s,Mar. 30,Night Thoughts
,,order by Will: Reid,,
,J.1.6,Popes Prose Works one Vol.,J.1.6,Popes prose Works one Vol.
,,by David Gregory,,
28,E.7.23,"Molliers plays Vol. 1, 2, & 4<sup>th</sup>",Apr. 14,"Molliers plays Vol. 1, 2<sup>d</sup> & 4<sup>th</sup>"
,J.8.40,Biographia Classica 2 Voll,Ap. 28,Biographia Classica 2 Voll.
,K.2-,Bayles Dict. Vol. 2<sup>d</sup> on,Ap. 28,Bayles Dict. Vol. 2<sup>d</sup>
,,Prinll Murisons order by,,
,,John Halliburton,,
29,E.7.65,Lock on Education on M<sup>r</sup>,Apr. 6,Lock on Education.
,,Gregories order by,,
,,David Mc Gibbon,,
29,K.6.,"Pamela Voll. 2, 3, & 4<sup>th</sup> by",May 12,"Pamela Voll. 2, 3, & 4<sup>th</sup>"
,,Jo: Craigie for M:A:,,
30,B.2.13,Theodoreti Opera on Prin<sup>ll</sup>,Apr 23,Theodoreti Opera
,,Murisons order by,,
,,Tho. Thomson,,
30,A.3-,Popes Odyssee Vol. 1<sup>st</sup>,Apr 1,Popes Odyssee Vol. 1<sup>st</sup>
,,On Mr Rymers order by,,
,,Cha: Allan,,
30,J.2.4,Pearson on the Creed,Ap. 25,Pearson on the Creed
,J.5.20,Moss′s Sermons Vol. 1<sup>st</sup>,Ap 25,Moss's Sermons Vol. 1<sup>st</sup>
,,on Prinll Murison′s order by,,
,,Duncan Mcara,,
30,K..,Bayles Diction. Vol. 3<sup>d</sup>,Ap. 29,Bayles Dict. Vol. 3<sup>d</sup>
,K..,"Lardners Credibility Voll 1, & 2<sup>d</sup>",Apr. 13,Lardners Credibility &c Vol. 1 & 2<sup>d</sup>
,,on Profr Shaws order by,,
,,Ja: Jobson,,
30,K.3.14,Night Thoughts on Mr David,Oct<sup>r</sup> 14,Night Thoughts
,,Youngs Order by,,
,,Phil: Morison,,
30,A.3.,Popes Odyssee Vol. 3<sup>d</sup> - on,April 1,Popes Odyssee Vol. 3<sup>rd</sup>
,,on Mr Gregories order Mar. 29,,
,,by R. Watson,,
31,E.6.12,Swift′s Miscellanies last Vol. on,Ap. 26,Swifts Miscellanies last Vol
,,Prinll Murisons order by,,
,,George Robertson,,
,,,,
