1748,(28),Borrowed,1748,Returned
Nov<sup>r</sup> 23,J.4.39,Baxter on þe Immat.y of þe Soul 2 Voll,Decr 5,Baxter on þe Immateriality 2 V
,,on prinll Murison′s order by,,
,,Rt Watson,,
23,C.5.30,Crellii Responsio ad Grotium,Mar. 17,Crellii Responsio ad Grotium
,A.4.17,Du Pin′s Eccles. Hist. Vol. 1<sup>st</sup>,Mar. 9,Du Pin's Eccl Hist. Vol 1<sup>st</sup>
,C.6.7,Smith′s Sermons Vol. 4<sup>th</sup> on prof<sup>r</sup>,Decr 17,Smiths Sermons Vol. 4<sup>th</sup>
,,Shaw′s order by Duncan Mcara,,
24,K.4.14,Universal History Vol. 1<sup>st</sup> on M<sup>r</sup>,Decr 27,Universal Hist. Vol. 1<sup>st</sup>
,,Da. Youngs order by Andw Hutton,,
24,E.5-1,Isocrates Orations Gr. Lat.,Dec<sup>r</sup> 6,Isocrates Orationes G. Lat.
,E.7.68,Spectator Vol. 6<sup>th</sup> on M<sup>r</sup>,Dec<sup>r</sup> 8,Spectater Vol. 6<sup>th.</sup>
,,Jo Youngs order by Harry Munro,,
24,J.4.5,Atterbury′s Sermons Vol. 2<sup>d</sup>,Decr 20,Atterburys Sermons V. 2<sup>d</sup>
,E.6.46,Ward′s English Reformation on,Dec<sup>r</sup> 20,Wards Eng Reformation
,,prinll Murison′s order by Robt Barron,,
24,A.6.19,Hybernicus′ Letters Vol. 1<sup>st</sup>,Dec<sup>r</sup> 5,Hybernicus' Letters Vol. 1<sup>st</sup>
,J.3.29,Symson′s Conick Sections on M<sup>r</sup>,Jan. 5,Simsons Conick Sections
,,Wilsons order by Jerom Stones.,,
25,J.5.1,Rollin′s ancient Hist. Vol. 10<sup>th</sup>,Dec<sup>r</sup> 6,Rollins ancient Hist. Vol. 10<sup>th</sup>
,E.7.68,Spectator Vol. 5<sup>th</sup> on Mr Gregory′s,Dec<sup>r</sup> 14,Spectator Vol. 5<sup>th</sup>
,,order by John Duncan,,
25,J.5.1,Rollins ancient Hist. Vol. 4<sup>th</sup>,Dec<sup>r</sup> 2,Rollins ancient Hist Vol. 4<sup>th</sup>
,,by JC John Craigie,,
28,K.5.38,Varenius′ Geography Vol. 1<sup>st</sup>,Jan. 6,Varenius' Geography Vol 1<sup>st</sup>
,E.7.68,Spectator Vol. 4<sup>th</sup> on Mr Wilsons,Jan. 6,Spectator Vol. 4<sup>th</sup>
,,order by John Scott,,
28,K.4.,Rollins Roman Hist. Vol. 4<sup>th</sup>,Dec<sup>r</sup> 23,Rollins Rom Hist. Vol 4<sup>th</sup>
,,on Mr Gregories order by,,
,,Will: Taylor,,
28,K.,Watt′s Logick on Mr Gregories,Dec<sup>r</sup> 21,Watt's Logick
,,order by Andrews Hutton,,
28,E.5.24,Clarendons Survey of Leviathan,Decr 8,Clarendons Survey of Lev.
,,on Mr Rymers order by,,
,,George Dempster,,
29,E.7.23,Moliere′s plays Vol. 4<sup>th</sup> on M<sup>r</sup>,Dec<sup>r</sup> 7,Molieres plays Vol 4<sup>th</sup>
,,Gregories order for þe William Taylor,,
29,,Terrestrial Globe by Mr Gregory,,Returned
,,,,
