1750,(100),Borrowed,1750,Returned
,p. 80),,,
Jan. 29,K.4.11,Lardner on þe Gospel history 4 Voll.,feb 28,Lardner 4 V<sup>s</sup>
,J.4.11,Watsons Horace Vol 1<sup>st</sup>,Nov 9,Watsons Horace V. 1<sup>st</sup>
,J.6.3,Female Spectator Vol 3<sup>d</sup>,<sup>1752</sup> July 16,Female Spectator V. 3<sup>d</sup>
,J.5.7,"Shuckfords Connection Vol 1<sup>st</sup>, on",Mar 23,Shuckfords Connection V. 1<sup>st</sup>
,,Mr Rymers order by Ja. Rymer,,
Mar 9,K.8.9,Roderick Random 2 Voll on M<sup>r</sup>,Octr 5,Roderick Random 2 Voll
,,Rymers order by Ja. Rymer,,
April 10,J.1.17,Pamphlets Vol 6<sup>th</sup>,Apr. 13,Pamphlets Vol. 6<sup>th</sup>
May 14,J.6.19,Ellis s Voyage on Mr Rymers order,June 29,Ellis's Voyage
,,by Ja. Rymer,,
21,C.7.52,Henrys Method for prayer on the,July 18,Henry's Method for prayer
,,above order by Ja. Rymer,,
July 11,A.4.22,Mackenzies Lives of þe Scots Writers V. 1<sup>st</sup> & 2<sup>d</sup>,Nov. 5,Mackenzies Lives V. 1 & 2<sup>d</sup>
,J.4.,Campbels Enquiry,Apr 26,Campbells Enquiry
,,on Mr Rymers order by David Rymer,,
30,C.1.16,Charnocks Works Vol 1<sup>st</sup> on M<sup>r</sup>,feb. 28,Charnocks Works V. 1<sup>st</sup>
,,Rymers order by J. Rymer,,
Augt 10,K.3.,Ansons Voyage on Mr Rymers,Decr 15,Ansons Voyage
,,order by David Rymer,(p. 121),
1750,,,,
Feb. 2,E.7.64,Spectator Vol. 1<sup>st</sup>,Feb. 16,Spectator Vol 1<sup>st</sup>
,J.4.28,Clarks Florus Lat. Eng on M<sup>r</sup>,Feb. 20,Clarks Florus Lat Eng.
,,order by Griff. Ferguson,,
16,E.7.64,Spectator Vol. 2<small>d</small>,Mar 20,Spectator Vol 2<sup>d</sup>
,J.5.1,Rollins ancient History Vol. 1<sup>st</sup>,Mar 29,Rollins ancient hist V. 1<sup>st</sup>
,,Griff Ferguson,,
28,J.4.25,Clarks Sallust Lat. Eng on,Apr 5,Clarks Sallust Lat Eng
,,M<sup>r</sup> order by Griff. Ferguson,,
Mar 20,E.6.18,Clarks Justin Lat. Eng on M<sup>r</sup>,Apr 19,Clarks Justin Lat Eng
,,Wilson's order by Griff. Ferguson,,
29,K.4.,Coustos Sufferings in þe Inquisition,Apr. 3,Cousto's Sufferings in þe Inq<sup>n</sup>.
,,Griff. Ferguson,,
Apr. 3,J.6.19,Ellis s Voyage on Mr Wilsons order,Apr. 19,Ellis's Voyage
,,by Griff. Ferguson,,
5,E.6.18,Clarks Sallust Lat. Eng on M<sup>r</sup>,Apr 19,Clarks Sallust Lat Eng
,,Wilsons order by Griff. Ferguson,,
19,E.6.19,Clarks Sueton Lat Eng,May 4,Clarks Sueton Lat Eng.
,A.5.,Addisons Works Vol 3<sup>d</sup> on M<sup>r</sup>,May 4,Addisons Works V. 3<sup>d</sup>
,,Wilsons order by Griff. Ferguson,p. 127,
,,,,
