,,Dr Flint,,119
? 3rd,EE10.18,Smiths compendium -,,Smiths compendium
,EE10.21,Fyfes compendium -,,Fyfes D[itt]o
,AA8.22,Hulls Phlegmatia dolens -,,Hull's Phlegmatia dolens
,AA8.24,Murray on the arteries,,Murray on arteries
