1750,(120),Borrowed,1750,Returned
,(p. 105),,,
Augt 20,K.2,Tillotsons Sermons Vol 3<sup>d</sup>,Mar 16,Tillotson's Sermons V. 3<sup>d</sup>
,J.3.17,Clarks Hom. Odyssy Gr Lat.,Sept. 1,Clarks Hom Odyssee
,A.3,popes Hom. Odyssee Vol. 1<sup>st</sup> & 2<sup>d</sup> on,Sept. 1,popes Hom. Odyss. V. 1 & 2<sup>d</sup>
,,profr Shaw's order by Robt. Watson,,
1751,,,,
Mar. 15,J.6.5,"preceptor Vol. 2<sup>d</sup>, on prinll",June 14,preceptor V. 2<sup>d</sup>
,,Murisons order by Robt. Watson,,
22,A.4.20,Xenophontis opera Gr Lat on prof,May 10,Xenophontis Opera Gr Lat
,,Shaws order by Robt. Watson,,
29,E.7.54,Malebranches Search after truth 2 <sup>vs</sup>,apr 8,Malebranches search 2<sup>Vs</sup>
,,on pr. Murisons order by,,
,,Robt. Watson,,
Apr 30,J.6.5,preceptor Vol 1<sup>st</sup> on prinll Mu,May 23,preceptor Vol. 1<sup>st</sup>
,,risons order by Robt. Watson,,
May 10,E.5.41,Epictetus Arriani Vol 2<sup>d</sup> on,May 23,Epcitetus Arriani V. 2<sup>dum</sup>
,,profr Shaw's order by Robt. Watson,,
31,E.6.37,Memorable things of Socrates on,June 14,Mem<sup>ble</sup> things of Socrates
,,Mr Wilsons order by Robt. Watson,,
June 7,A.3.,Lipsii Opera on Mr Wilson's,July 15,Lipsii opera
,,order by Rt. Watson,,
14,L.6.10,Geddes on the Composition of þe ancients,July 24,Geddes on Composition
,A.1.9,Platonis Op. Gr Lat. on prinl Mu-,Octr 24,Platonis Op. Gr Lat
,,risons order by Robt. Watson,,
25,C.2.25,Cudworths Intellectual System on,June 25,Cudworths Intell. System
,,Mr Rymers order by Robt. Watson,,
25,J.3.10,Turretini Dissert. Theol. 2 V<sup>s</sup> on,July 8,Turretini Dissert. Theol. 2<sup>Vs</sup>
,,pr. Murison's order by Robt. Watson,,
July 8,J.4.21,Sykes on Nat. and revealed Religion,July 15,Sykes on Nat. & rev. Religion
,K.4.13,Enquiry into Faith on Mr Wilsons,July 24,Enquiry into Faith
,,order by Robt. Watson,,
15,L.6.13,Christianity as old as þe Creation.,Augt 5,Christianity as old as þe Crea<sup>n</sup>
,L.6.14,Conybeares Defence of reveald Religion on,July 24,Conybeare's Defence
,,pr Murisons order by Robt. Watson,,
24,L.6.15,Lelands Answer to Tindal. 2 Voll,July 31,Lelands Ans<sup>r</sup> to Tindal 2<sup>vs</sup>
,,on Mr Wilsons order by Robt. Watson,,
31,L.6.16,The Moral Philosopher 3 Voll. on,Augt 21,The Moral philos<sup>r</sup> 3 V<sup>s</sup>
,,Mr Nin. Youngs order by Robt. Watson,,
Augt 5,J.5.27,Chapman agt þe Moral philosr V. 1<sup>st</sup>,Augt 10,Chapman of þe M<sup>l</sup> philos<sup>r</sup> V1<sup>st</sup>
,,on Dr Simsons order by Robt. Watson,,
10,J.5.27,Chapman agt þe Moral philosr V. 2<sup>d</sup> on,Augt 14,Chapman of þe M<sup>l</sup> phil. V2<sup>d</sup>
,,þe above order by Robt. Watson,,
14,L.6.19,Grounds and Reasons of þe Chr. Religion,Augt 28,Grounds & Reasons of þe Ch. Rel
,,on profr Shaws order by Robt. Watson,p 169,
,,,,
